System,Atom,Value,N_Atoms,Atom_indices
molecule_047,C,289.96,1,C_001
molecule_047,C,292.20,1,C_003
molecule_047,C,292.41,1,C_002
molecule_047,O,542.82,1,O_004
molecule_048,C,291.26,1,C_001
molecule_048,O,541.35,1,O_002
molecule_049,C,294.05,1,C_002
molecule_049,O,541.09,2,O_001;O_003
molecule_050,O,541.39,2,O_001;O_002
molecule_051,O,541.60,2,O_001;O_002
molecule_052,C,289.97,1,C_001
molecule_052,C,292.16,1,C_002
molecule_052,O,542.75,1,O_003
molecule_053,C,290.55,2,C_004;C_006
molecule_053,C,290.71,1,C_001
molecule_053,C,290.77,1,C_005
molecule_053,C,290.79,1,C_007
molecule_053,C,292.40,1,C_002
molecule_053,O,542.87,1,O_003
molecule_054,C,290.27,1,C_006
molecule_054,C,291.97,1,C_001
molecule_054,C,292.08,1,C_005
molecule_054,C,294.09,1,C_002
molecule_054,O,540.49,1,O_003
molecule_054,O,542.31,1,O_004
molecule_055,F,693.87,1,F_001
molecule_056,F,693.66,2,F_001;F_002
molecule_057,C,292.48,1,C_001
molecule_057,F,695.76,1,F_002
molecule_058,C,295.07,1,C_001
molecule_058,F,697.30,2,F_002;F_003
molecule_059,C,297.10,1,C_001
molecule_059,F,697.61,3,F_002;F_003;F_004
molecule_060,C,299.48,1,C_001
molecule_060,F,698.03,4,F_002;F_003;F_004;F_005
molecule_061,C,290.00,1,C_001
molecule_061,C,294.62,1,C_002
molecule_061,F,698.32,2,F_003;F_004
molecule_062,C,291.07,1,C_001
molecule_062,C,297.19,1,C_002
molecule_062,F,697.49,2,F_003;F_004
molecule_062,F,697.50,1,F_005
molecule_063,C,292.61,1,C_003
molecule_063,C,294.84,1,C_002
molecule_063,F,698.02,1,F_004
molecule_063,F,698.79,1,F_001
molecule_063,F,698.80,1,F_005
molecule_064,C,290.32,1,C_006
molecule_064,C,290.49,2,C_001;C_004
molecule_064,C,290.55,2,C_005;C_007
molecule_064,C,292.48,1,C_002
molecule_064,F,697.55,1,F_003
molecule_065,C,290.58,2,C_007;C_008
molecule_065,C,290.69,2,C_001;C_006
molecule_065,C,292.72,2,C_002;C_004
molecule_065,F,697.87,2,F_003;F_005
molecule_066,C,290.48,2,C_001;C_007
molecule_066,C,290.67,1,C_004
molecule_066,C,290.71,1,C_008
molecule_066,C,292.77,2,C_002;C_005
molecule_066,F,697.77,2,F_003;F_006
molecule_067,C,290.71,4,C_001;C_004;C_005;C_008
molecule_067,C,292.69,2,C_002;C_006
molecule_067,F,697.66,2,F_003;F_007
molecule_068,C,289.69,1,C_001
molecule_068,C,289.81,1,C_002
molecule_068,C,298.07,1,C_003
molecule_068,F,697.83,1,F_006
molecule_068,F,697.86,2,F_004;F_005
