System,Atom,Value,N_Atoms,Atom_indices
molecule_024,C,294.40,2,C_004;C_006
molecule_024,C,294.58,1,C_005
molecule_024,C,294.93,2,C_001;C_003
molecule_024,N,410.08,1,N_002
molecule_025,C,294.76,2,C_004;C_005
molecule_025,C,295.18,2,C_001;C_003
molecule_025,N,412.54,1,N_002
molecule_026,C,295.35,1,C_001
molecule_026,N,410.49,1,N_002
molecule_027,C,294.96,1,C_002
molecule_027,C,297.06,1,C_001
molecule_027,N,409.45,1,N_003
molecule_028,C,296.12,2,C_002;C_003
molecule_028,N,411.52,1,N_001
molecule_029,C,295.41,1,C_001
molecule_029,C,296.31,1,C_002
molecule_029,N,411.25,1,N_003
molecule_030,C,296.10,3,C_002;C_003;C_004
molecule_030,N,412.00,1,N_001
molecule_031,C,295.35,2,C_003;C_005
molecule_031,C,296.20,2,C_002;C_004
molecule_031,N,411.35,1,N_001
molecule_032,C,293.68,1,C_001
molecule_032,C,293.73,2,C_006;C_007
molecule_032,C,293.77,1,C_010
molecule_032,C,294.76,1,C_002
molecule_032,C,294.99,1,C_008
molecule_032,C,296.08,1,C_004
molecule_032,C,296.11,1,C_005
molecule_032,N,411.50,1,N_009
molecule_032,N,411.75,1,N_003
molecule_033,C,294.55,2,C_006;C_009
molecule_033,C,294.60,2,C_001;C_005
molecule_033,C,295.23,1,C_002
molecule_033,C,295.45,1,C_003
molecule_033,C,295.92,1,C_007
molecule_033,N,409.91,1,N_004
molecule_033,N,412.28,1,N_008
molecule_034,C,295.30,1,C_003
molecule_034,C,295.34,1,C_002
molecule_034,C,296.51,1,C_001
molecule_034,N,411.18,1,N_004
molecule_035,C,295.25,1,C_003
molecule_035,C,295.27,1,C_004
molecule_035,C,295.28,1,C_002
molecule_035,C,296.73,1,C_001
molecule_035,N,411.12,1,N_005
molecule_036,O,546.08,1,O_001
molecule_037,C,295.34,1,C_003
molecule_037,C,296.13,1,C_001
molecule_037,O,543.89,1,O_002
molecule_038,C,296.94,1,C_001
molecule_038,O,545.91,1,O_002
molecule_039,C,295.43,2,C_002;C_003
molecule_039,C,297.22,1,C_001
molecule_039,O,545.69,1,O_004
molecule_040,C,295.35,2,C_002;C_003
molecule_040,C,295.37,1,C_004
molecule_040,C,297.36,1,C_001
molecule_040,O,545.60,1,O_005
molecule_041,C,296.88,2,C_001;C_003
molecule_041,O,546.59,1,O_002
molecule_042,C,295.44,2,C_001;C_005
molecule_042,C,296.86,2,C_002;C_004
molecule_042,O,546.21,1,O_003
molecule_043,C,296.16,1,C_001
molecule_043,C,297.32,1,C_002
molecule_043,O,543.71,1,O_003
molecule_043,O,546.74,1,O_004
molecule_044,C,297.40,1,C_001
molecule_044,O,544.15,1,O_002
molecule_044,O,546.79,1,O_003
molecule_045,C,296.34,1,C_001
molecule_045,O,544.43,1,O_002
molecule_046,C,295.30,2,C_001;C_004
molecule_046,C,296.06,1,C_002
molecule_046,O,543.57,1,O_003
molecule_047,C,293.95,1,C_001
molecule_047,C,295.48,1,C_002
molecule_047,C,295.80,1,C_003
molecule_047,O,546.47,1,O_004
molecule_048,C,296.92,1,C_001
molecule_048,O,546.98,1,O_002
molecule_049,C,298.38,1,C_002
molecule_049,O,547.32,2,O_001;O_003
molecule_050,O,547.35,2,O_001;O_002
molecule_051,O,545.58,2,O_001;O_002
molecule_052,C,293.83,1,C_001
molecule_052,C,295.35,1,C_002
molecule_052,O,546.56,1,O_003
molecule_053,C,294.00,1,C_004
molecule_053,C,294.01,1,C_006
molecule_053,C,294.07,1,C_005
molecule_053,C,294.10,1,C_007
molecule_053,C,294.16,1,C_001
molecule_053,C,295.63,1,C_002
molecule_053,O,546.51,1,O_003
molecule_054,C,294.03,1,C_006
molecule_054,C,295.73,1,C_005
molecule_054,C,295.81,1,C_001
molecule_054,C,297.47,1,C_002
molecule_054,O,544.17,1,O_003
molecule_054,O,546.62,1,O_004
molecule_055,F,701.52,1,F_001
molecule_056,F,701.05,2,F_001;F_002
molecule_057,C,297.93,1,C_001
molecule_057,F,701.29,1,F_002
molecule_058,C,300.39,1,C_001
molecule_058,F,702.68,2,F_002;F_003
molecule_059,C,303.05,1,C_001
molecule_059,F,703.61,3,F_002;F_003;F_004
molecule_060,C,305.81,1,C_001
molecule_060,F,704.05,2,F_004;F_005
molecule_060,F,704.06,2,F_002;F_003
molecule_061,C,294.05,1,C_001
molecule_061,C,298.37,1,C_002
molecule_061,F,702.65,2,F_003;F_004
molecule_062,C,296.43,1,C_001
molecule_062,C,303.32,1,C_002
molecule_062,F,703.17,2,F_003;F_004
molecule_062,F,703.18,1,F_005
molecule_063,C,296.14,1,C_003
molecule_063,C,298.43,1,C_002
molecule_063,F,701.86,1,F_004
molecule_063,F,702.92,1,F_001
molecule_063,F,702.98,1,F_005
molecule_064,C,294.18,1,C_006
molecule_064,C,294.34,2,C_005;C_007
molecule_064,C,294.35,2,C_001;C_004
molecule_064,C,296.21,1,C_002
molecule_064,F,701.79,1,F_003
molecule_065,C,294.44,2,C_007;C_008
molecule_065,C,294.57,2,C_001;C_006
molecule_065,C,296.65,2,C_002;C_004
molecule_065,F,702.04,1,F_005
molecule_065,F,702.05,1,F_003
molecule_066,C,294.49,2,C_001;C_007
molecule_066,C,294.59,1,C_008
molecule_066,C,294.61,1,C_004
molecule_066,C,296.62,2,C_002;C_005
molecule_066,F,701.93,2,F_003;F_006
molecule_067,C,294.64,4,C_001;C_004;C_005;C_008
molecule_067,C,296.72,2,C_002;C_006
molecule_067,F,702.02,2,F_003;F_007
molecule_068,C,294.71,1,C_001
molecule_068,C,294.80,1,C_002
molecule_068,C,302.55,1,C_003
molecule_068,F,702.35,1,F_006
molecule_068,F,702.36,1,F_004
molecule_068,F,702.39,1,F_005
