System,Atom,Value,N_Atoms,Atom_indices
molecule_017,C,290.70,1,C_007
molecule_017,C,290.71,1,C_005
molecule_017,C,290.81,1,C_002
molecule_017,C,291.90,1,C_003
molecule_018,N,406.56,1,N_001
molecule_019,C,292.72,1,C_001
molecule_019,N,407.20,1,N_002
molecule_020,C,291.01,1,C_006
molecule_020,C,291.05,2,C_001;C_004
molecule_020,C,291.27,2,C_005;C_007
molecule_020,C,292.45,1,C_002
molecule_020,N,408.58,1,N_003
molecule_021,C,291.12,1,C_007
molecule_021,C,291.14,1,C_005
molecule_021,C,291.15,1,C_001
molecule_021,C,291.38,1,C_008
molecule_021,C,291.43,1,C_006
molecule_021,C,292.61,1,C_002
molecule_021,C,293.86,1,C_004
molecule_021,N,408.62,1,N_003
molecule_022,C,291.21,2,C_001;C_006
molecule_022,C,291.24,1,C_008
molecule_022,C,291.50,2,C_007;C_009
molecule_022,C,292.76,1,C_002
molecule_022,C,293.88,2,C_004;C_005
molecule_022,N,408.74,1,N_003
molecule_023,C,290.39,1,C_007
molecule_023,C,290.62,2,C_001;C_005
molecule_023,C,290.69,2,C_006;C_008
molecule_023,C,291.16,1,C_002
molecule_023,C,291.75,1,C_003
molecule_023,N,406.14,1,N_004
molecule_024,C,290.93,2,C_004;C_006
molecule_024,C,291.13,1,C_005
molecule_024,C,291.34,2,C_001;C_003
molecule_024,N,406.10,1,N_002
molecule_025,C,291.17,2,C_004;C_005
molecule_025,C,291.69,2,C_001;C_003
molecule_025,N,409.29,1,N_002
molecule_026,C,290.23,1,C_001
molecule_026,N,405.15,1,N_002
molecule_027,C,290.82,1,C_002
molecule_027,C,292.33,1,C_001
molecule_027,N,405.33,1,N_003
molecule_028,C,292.97,2,C_002;C_003
molecule_028,N,407.59,1,N_001
molecule_029,C,292.27,1,C_001
molecule_029,C,292.80,1,C_002
molecule_029,N,407.23,1,N_003
molecule_030,C,293.08,3,C_002;C_003;C_004
molecule_030,N,407.99,1,N_001
molecule_031,C,292.61,2,C_003;C_005
molecule_031,C,293.06,2,C_002;C_004
molecule_031,N,407.47,1,N_001
molecule_032,C,291.45,1,C_001
molecule_032,C,291.48,1,C_006
molecule_032,C,291.51,1,C_007
molecule_032,C,291.59,1,C_010
molecule_032,C,292.44,1,C_002
molecule_032,C,292.75,1,C_008
molecule_032,C,293.73,1,C_004
molecule_032,C,293.78,1,C_005
molecule_032,N,408.84,1,N_003
molecule_032,N,409.23,1,N_009
molecule_033,C,291.16,2,C_006;C_009
molecule_033,C,291.33,2,C_001;C_005
molecule_033,C,291.62,1,C_002
molecule_033,C,292.28,1,C_003
molecule_033,C,292.45,1,C_007
molecule_033,N,406.59,1,N_004
molecule_033,N,408.48,1,N_008
molecule_034,C,292.07,1,C_003
molecule_034,C,292.23,1,C_002
molecule_034,C,292.97,1,C_001
molecule_034,N,407.16,1,N_004
molecule_035,C,291.99,1,C_003
molecule_035,C,292.13,2,C_002;C_004
molecule_035,C,293.07,1,C_001
molecule_035,N,407.11,1,N_005
molecule_036,O,540.37,1,O_001
molecule_037,C,291.29,1,C_003
molecule_037,C,292.56,1,C_001
molecule_037,O,539.60,1,O_002
molecule_038,C,292.86,1,C_001
molecule_038,O,541.28,1,O_002
molecule_039,C,291.80,2,C_002;C_003
molecule_039,C,293.18,1,C_001
molecule_039,O,541.40,1,O_004
molecule_040,C,291.71,2,C_002;C_003
molecule_040,C,291.83,1,C_004
molecule_040,C,293.26,1,C_001
molecule_040,O,541.41,1,O_005
molecule_041,C,293.27,2,C_001;C_003
molecule_041,O,541.86,1,O_002
molecule_042,C,292.34,2,C_001;C_005
molecule_042,C,293.36,2,C_002;C_004
molecule_042,O,541.77,1,O_003
molecule_043,C,291.90,1,C_001
molecule_043,C,293.95,1,C_002
molecule_043,O,539.46,1,O_003
molecule_043,O,542.58,1,O_004
molecule_044,C,293.63,1,C_001
molecule_044,O,539.42,1,O_002
molecule_044,O,542.35,1,O_003
molecule_045,C,292.25,1,C_001
molecule_045,O,539.65,1,O_002
molecule_046,C,291.49,2,C_001;C_004
molecule_046,C,292.81,1,C_002
molecule_046,O,539.55,1,O_003
molecule_047,C,290.19,1,C_001
molecule_047,C,292.44,1,C_003
molecule_047,C,292.65,1,C_002
molecule_047,O,543.05,1,O_004
molecule_048,C,291.47,1,C_001
molecule_048,O,541.56,1,O_002
molecule_049,C,294.26,1,C_002
molecule_049,O,541.30,2,O_001;O_003
molecule_050,O,541.60,2,O_001;O_002
molecule_051,O,541.80,2,O_001;O_002
molecule_052,C,290.19,1,C_001
molecule_052,C,292.38,1,C_002
molecule_052,O,542.97,1,O_003
molecule_053,C,290.82,2,C_004;C_006
molecule_053,C,290.98,1,C_001
molecule_053,C,291.04,1,C_005
molecule_053,C,291.06,1,C_007
molecule_053,C,292.67,1,C_002
molecule_053,O,543.14,1,O_003
molecule_054,C,290.53,1,C_006
molecule_054,C,292.22,1,C_001
molecule_054,C,292.33,1,C_005
molecule_054,C,294.34,1,C_002
molecule_054,O,540.74,1,O_003
molecule_054,O,542.56,1,O_004
molecule_055,F,694.06,1,F_001
molecule_056,F,693.85,2,F_001;F_002
molecule_057,C,292.69,1,C_001
molecule_057,F,695.97,1,F_002
molecule_058,C,295.29,1,C_001
molecule_058,F,697.51,2,F_002;F_003
molecule_059,C,297.32,1,C_001
molecule_059,F,697.83,3,F_002;F_003;F_004
molecule_060,C,299.71,1,C_001
molecule_060,F,698.26,4,F_002;F_003;F_004;F_005
molecule_061,C,290.21,1,C_001
molecule_061,C,294.83,1,C_002
molecule_061,F,698.54,2,F_003;F_004
molecule_062,C,291.30,1,C_001
molecule_062,C,297.42,1,C_002
molecule_062,F,697.72,1,F_003
molecule_062,F,697.73,2,F_004;F_005
molecule_063,C,292.84,1,C_003
molecule_063,C,295.07,1,C_002
molecule_063,F,698.25,1,F_004
molecule_063,F,699.02,1,F_001
molecule_063,F,699.03,1,F_005
molecule_064,C,290.59,1,C_006
molecule_064,C,290.75,2,C_001;C_004
molecule_064,C,290.81,1,C_007
molecule_064,C,290.82,1,C_005
molecule_064,C,292.75,1,C_002
molecule_064,F,697.81,1,F_003
molecule_065,C,290.85,2,C_007;C_008
molecule_065,C,290.96,2,C_001;C_006
molecule_065,C,292.99,2,C_002;C_004
molecule_065,F,698.14,2,F_003;F_005
molecule_066,C,290.74,2,C_001;C_007
molecule_066,C,290.94,1,C_004
molecule_066,C,290.98,1,C_008
molecule_066,C,293.04,2,C_002;C_005
molecule_066,F,698.04,2,F_003;F_006
molecule_067,C,290.98,4,C_001;C_004;C_005;C_008
molecule_067,C,292.96,2,C_002;C_006
molecule_067,F,697.93,2,F_003;F_007
molecule_068,C,289.93,1,C_001
molecule_068,C,290.06,1,C_002
molecule_068,C,298.32,1,C_003
molecule_068,F,698.07,1,F_006
molecule_068,F,698.10,2,F_004;F_005
