System,Atom,Value,N_Atoms,Atom_indices
molecule_019,N,413.00,1,N_002
molecule_020,C,295.06,1,C_006
molecule_020,C,295.27,2,C_001;C_004
molecule_020,C,295.40,2,C_005;C_007
molecule_020,C,296.51,1,C_002
molecule_020,N,413.35,1,N_003
molecule_021,C,294.83,1,C_007
molecule_021,C,295.02,1,C_001
molecule_021,C,295.15,1,C_005
molecule_021,C,295.22,1,C_006
molecule_021,C,295.27,1,C_008
molecule_021,C,296.24,1,C_002
molecule_021,C,298.07,1,C_004
molecule_021,N,413.22,1,N_003
molecule_022,C,294.57,1,C_008
molecule_022,C,294.87,2,C_001;C_006
molecule_022,C,295.09,2,C_007;C_009
molecule_022,C,296.01,1,C_002
molecule_022,C,297.98,2,C_004;C_005
molecule_022,N,413.47,1,N_003
molecule_023,C,297.66,2,C_006;C_008
molecule_023,C,297.78,2,C_001;C_005
molecule_023,C,297.79,1,C_007
molecule_023,C,298.67,1,C_003
molecule_023,C,298.70,1,C_002
molecule_023,N,413.21,1,N_004
molecule_024,C,296.47,2,C_004;C_006
molecule_024,C,296.94,1,C_005
molecule_024,C,297.12,2,C_001;C_003
molecule_024,N,412.44,1,N_002
molecule_025,C,296.07,2,C_004;C_005
molecule_025,C,296.48,2,C_001;C_003
molecule_025,N,414.05,1,N_002
molecule_026,C,297.26,1,C_001
molecule_026,N,412.52,1,N_002
molecule_027,C,296.20,1,C_002
molecule_027,C,299.01,1,C_001
molecule_027,N,410.43,1,N_003
molecule_028,C,297.62,2,C_002;C_003
molecule_028,N,412.96,1,N_001
molecule_029,C,296.90,1,C_001
molecule_029,C,297.83,1,C_002
molecule_029,N,412.85,1,N_003
molecule_030,C,297.56,3,C_002;C_003;C_004
molecule_030,N,413.34,1,N_001
molecule_031,C,296.79,2,C_003;C_005
molecule_031,C,297.59,2,C_002;C_004
molecule_031,N,412.70,1,N_001
molecule_032,C,295.04,1,C_006
molecule_032,C,295.09,1,C_007
molecule_032,C,295.11,1,C_001
molecule_032,C,295.12,1,C_010
molecule_032,C,295.85,1,C_002
molecule_032,C,296.24,1,C_008
molecule_032,C,297.47,1,C_004
molecule_032,C,297.51,1,C_005
molecule_032,N,412.93,1,N_003
molecule_032,N,413.05,1,N_009
molecule_033,C,296.63,2,C_006;C_009
molecule_033,C,296.98,2,C_001;C_005
molecule_033,C,297.51,1,C_002
molecule_033,C,297.64,1,C_003
molecule_033,C,298.38,1,C_007
molecule_033,N,412.11,1,N_004
molecule_033,N,414.37,1,N_008
molecule_034,C,296.81,1,C_002
molecule_034,C,296.83,1,C_003
molecule_034,C,297.94,1,C_001
molecule_034,N,412.72,1,N_004
molecule_035,C,296.76,1,C_004
molecule_035,C,296.77,1,C_002
molecule_035,C,296.79,1,C_003
molecule_035,C,298.13,1,C_001
molecule_035,N,412.68,1,N_005
molecule_036,O,548.30,1,O_001
molecule_037,C,296.63,1,C_003
molecule_037,C,298.93,1,C_001
molecule_037,O,546.40,1,O_002
molecule_038,C,298.62,1,C_001
molecule_038,O,547.63,1,O_002
molecule_039,C,296.98,2,C_002;C_003
molecule_039,C,298.67,1,C_001
molecule_039,O,547.21,1,O_004
molecule_040,C,296.86,1,C_004
molecule_040,C,296.91,1,C_003
molecule_040,C,296.92,1,C_002
molecule_040,C,298.79,1,C_001
molecule_040,O,547.15,1,O_005
molecule_041,C,298.39,2,C_001;C_003
molecule_041,O,547.96,1,O_002
molecule_042,C,296.84,2,C_001;C_005
molecule_042,C,298.25,2,C_002;C_004
molecule_042,O,547.51,1,O_003
molecule_043,C,298.10,1,C_001
molecule_043,C,299.42,1,C_002
molecule_043,O,545.25,1,O_003
molecule_043,O,548.71,1,O_004
molecule_044,C,299.81,1,C_001
molecule_044,O,546.03,1,O_002
molecule_044,O,548.46,1,O_003
molecule_045,C,299.69,1,C_001
molecule_045,O,547.64,1,O_002
molecule_046,C,296.70,2,C_001;C_004
molecule_046,C,298.57,1,C_002
molecule_046,O,545.71,1,O_003
molecule_047,C,295.28,1,C_001
molecule_047,C,296.82,1,C_002
molecule_047,C,297.35,1,C_003
molecule_047,O,548.09,1,O_004
molecule_048,C,300.12,1,C_001
molecule_048,O,549.80,1,O_002
molecule_049,C,299.92,1,C_002
molecule_049,O,549.20,2,O_001;O_003
molecule_050,O,553.80,2,O_001;O_002
molecule_051,O,547.66,2,O_001;O_002
molecule_052,C,295.05,1,C_001
molecule_052,C,296.69,1,C_002
molecule_052,O,548.19,1,O_003
molecule_053,C,295.37,1,C_006
molecule_053,C,295.60,1,C_004
molecule_053,C,295.77,2,C_001;C_005
molecule_053,C,295.80,1,C_007
molecule_053,C,297.14,1,C_002
molecule_053,O,548.18,1,O_003
molecule_054,C,295.95,1,C_006
molecule_054,C,297.25,1,C_001
molecule_054,C,297.80,1,C_005
molecule_054,C,299.95,1,C_002
molecule_054,O,546.18,1,O_003
molecule_054,O,548.28,1,O_004
molecule_055,F,703.86,1,F_001
molecule_056,F,707.31,2,F_001;F_002
molecule_057,C,299.61,1,C_001
molecule_057,F,702.62,1,F_002
molecule_058,C,302.06,1,C_001
molecule_058,F,704.15,2,F_002;F_003
molecule_059,C,304.66,1,C_001
molecule_059,F,705.09,3,F_002;F_003;F_004
molecule_060,C,307.29,1,C_001
molecule_060,F,705.57,2,F_004;F_005
molecule_060,F,705.58,2,F_002;F_003
molecule_061,C,295.05,1,C_001
molecule_061,C,300.15,1,C_002
molecule_061,F,703.88,2,F_003;F_004
molecule_062,C,298.11,1,C_001
molecule_062,C,304.76,1,C_002
molecule_062,F,704.60,1,F_003
molecule_062,F,704.61,2,F_004;F_005
molecule_063,C,297.08,1,C_003
molecule_063,C,300.00,1,C_002
molecule_063,F,703.37,1,F_004
molecule_063,F,704.34,1,F_005
molecule_063,F,704.45,1,F_001
molecule_064,C,295.83,1,C_006
molecule_064,C,296.24,2,C_001;C_004
molecule_064,C,296.29,2,C_005;C_007
molecule_064,C,298.00,1,C_002
molecule_064,F,703.01,1,F_003
molecule_065,C,296.32,2,C_007;C_008
molecule_065,C,296.63,2,C_001;C_006
molecule_065,C,298.64,2,C_002;C_004
molecule_065,F,703.39,2,F_003;F_005
molecule_066,C,296.33,2,C_001;C_007
molecule_066,C,296.61,1,C_004
molecule_066,C,296.75,1,C_008
molecule_066,C,298.69,2,C_002;C_005
molecule_066,F,703.30,2,F_003;F_006
molecule_067,C,296.81,4,C_001;C_004;C_005;C_008
molecule_067,C,298.61,2,C_002;C_006
molecule_067,F,703.47,2,F_003;F_007
molecule_068,C,296.79,1,C_001
molecule_068,C,296.92,1,C_002
molecule_068,C,304.17,1,C_003
molecule_068,F,703.59,2,F_004;F_006
molecule_068,F,703.61,1,F_005
