System,Atom,Value,N_Atoms,Atom_indices
molecule_039,O,547.49,1,O_004
molecule_040,C,296.59,1,C_004
molecule_040,C,296.69,2,C_002;C_003
molecule_040,C,298.39,1,C_001
molecule_040,O,547.28,1,O_005
molecule_041,C,298.44,2,C_001;C_003
molecule_041,O,547.73,1,O_002
molecule_042,C,296.80,2,C_001;C_005
molecule_042,C,298.18,2,C_002;C_004
molecule_042,O,547.15,1,O_003
molecule_043,C,297.93,1,C_001
molecule_043,C,301.31,1,C_002
molecule_043,O,547.04,1,O_003
molecule_043,O,549.02,1,O_004
molecule_044,C,301.73,1,C_001
molecule_044,O,547.81,1,O_002
molecule_044,O,549.67,1,O_003
molecule_045,C,300.75,1,C_001
molecule_045,O,548.51,1,O_002
molecule_046,C,297.27,2,C_001;C_004
molecule_046,C,299.82,1,C_002
molecule_046,O,546.80,1,O_003
molecule_047,C,296.00,1,C_001
molecule_047,C,297.11,1,C_003
molecule_047,C,298.55,1,C_002
molecule_047,O,548.37,1,O_004
molecule_048,C,302.37,1,C_001
molecule_048,O,551.61,1,O_002
molecule_049,C,303.46,1,C_002
molecule_049,O,550.28,2,O_001;O_003
molecule_050,O,553.08,2,O_001;O_002
molecule_051,O,549.90,2,O_001;O_002
molecule_052,C,296.44,1,C_001
molecule_052,C,298.67,1,C_002
molecule_052,O,548.71,1,O_003
molecule_053,C,296.19,1,C_006
molecule_053,C,296.26,1,C_004
molecule_053,C,296.41,1,C_001
molecule_053,C,296.46,1,C_005
molecule_053,C,296.49,1,C_007
molecule_053,C,298.19,1,C_002
molecule_053,O,548.26,1,O_003
molecule_054,C,296.57,1,C_006
molecule_054,C,297.56,1,C_001
molecule_054,C,298.52,1,C_005
molecule_054,C,300.76,1,C_002
molecule_054,O,546.86,1,O_003
molecule_054,O,548.67,1,O_004
molecule_055,F,704.78,1,F_001
molecule_056,F,707.38,2,F_001;F_002
molecule_057,C,299.73,1,C_001
molecule_057,F,703.52,1,F_002
molecule_058,C,302.39,1,C_001
molecule_058,F,704.29,2,F_002;F_003
molecule_059,C,305.05,1,C_001
molecule_059,F,705.04,3,F_002;F_003;F_004
molecule_060,C,307.62,1,C_001
molecule_060,F,705.79,4,F_002;F_003;F_004;F_005
molecule_061,C,297.29,1,C_001
molecule_061,C,302.11,1,C_002
molecule_061,F,704.82,2,F_003;F_004
molecule_062,C,298.11,1,C_001
molecule_062,C,304.53,1,C_002
molecule_062,F,704.43,1,F_003
molecule_062,F,704.44,2,F_004;F_005
molecule_063,C,299.79,1,C_003
molecule_063,C,302.16,1,C_002
molecule_063,F,704.44,1,F_004
molecule_063,F,705.12,1,F_001
molecule_063,F,705.14,1,F_005
molecule_064,C,296.60,1,C_006
molecule_064,C,296.72,2,C_001;C_004
molecule_064,C,296.80,2,C_005;C_007
molecule_064,C,298.89,1,C_002
molecule_064,F,703.39,1,F_003
molecule_065,C,296.88,2,C_007;C_008
molecule_065,C,296.99,2,C_001;C_006
molecule_065,C,299.14,2,C_002;C_004
molecule_065,F,703.73,1,F_005
molecule_065,F,703.74,1,F_003
molecule_066,C,296.83,2,C_001;C_007
molecule_066,C,296.96,1,C_004
molecule_066,C,297.10,1,C_008
molecule_066,C,299.21,2,C_002;C_005
molecule_066,F,703.63,2,F_003;F_006
molecule_067,C,297.02,4,C_001;C_004;C_005;C_008
molecule_067,C,299.00,2,C_002;C_006
molecule_067,F,703.54,2,F_003;F_007
molecule_068,C,298.06,1,C_001
molecule_068,C,298.15,1,C_002
molecule_068,C,305.34,1,C_003
molecule_068,F,704.70,1,F_006
molecule_068,F,704.72,1,F_004
molecule_068,F,704.73,1,F_005
