System,Atom,Value,N_Atoms,Atom_indices
molecule_037,C,-0.84,1,C_001
molecule_037,O,246.93,1,O_002
molecule_038,C,-0.01,1,C_001
molecule_038,O,248.95,1,O_002
molecule_039,C,-1.50,2,C_002;C_003
molecule_039,C,0.29,1,C_001
molecule_039,O,248.76,1,O_004
molecule_040,C,-1.57,2,C_002;C_003
molecule_040,C,-1.55,1,C_004
molecule_040,C,0.44,1,C_001
molecule_040,O,248.68,1,O_005
molecule_041,C,-0.07,1,C_003
molecule_041,C,-0.06,1,C_001
molecule_041,O,249.65,1,O_002
molecule_042,C,-1.47,2,C_001;C_005
molecule_042,C,-0.05,2,C_002;C_004
molecule_042,O,249.29,1,O_003
molecule_043,C,-0.79,1,C_001
molecule_043,C,0.36,1,C_002
molecule_043,O,246.76,1,O_003
molecule_043,O,249.79,1,O_004
molecule_044,C,0.43,1,C_001
molecule_044,O,247.19,1,O_002
molecule_044,O,249.82,1,O_003
molecule_045,C,-0.64,1,C_001
molecule_045,O,247.45,1,O_002
molecule_046,C,-1.66,1,C_004
molecule_046,C,-1.65,1,C_001
molecule_046,C,-0.89,1,C_002
molecule_046,O,246.62,1,O_003
molecule_047,C,-2.99,1,C_001
molecule_047,C,-1.46,1,C_002
molecule_047,C,-1.13,1,C_003
molecule_047,O,249.53,1,O_004
molecule_048,C,-0.06,1,C_001
molecule_048,O,250.00,1,O_002
molecule_049,C,1.41,1,C_002
molecule_049,O,250.36,2,O_001;O_003
molecule_050,O,250.37,2,O_001;O_002
molecule_051,O,248.61,2,O_001;O_002
molecule_052,C,-3.12,1,C_001
molecule_052,C,-1.62,1,C_002
molecule_052,O,249.61,1,O_003
molecule_053,C,-2.93,1,C_004
molecule_053,C,-2.91,1,C_006
molecule_053,C,-2.84,1,C_005
molecule_053,C,-2.82,1,C_007
molecule_053,C,-2.77,1,C_001
molecule_053,C,-1.30,1,C_002
molecule_053,O,249.60,1,O_003
molecule_054,C,-2.91,1,C_006
molecule_054,C,-1.20,1,C_005
molecule_054,C,-1.12,1,C_001
molecule_054,C,0.54,1,C_002
molecule_054,O,247.23,1,O_003
molecule_054,O,249.69,1,O_004
molecule_055,F,404.53,1,F_001
molecule_056,F,404.07,2,F_001;F_002
molecule_057,C,0.95,1,C_001
molecule_057,F,404.33,1,F_002
molecule_058,C,3.44,1,C_001
molecule_058,F,405.73,2,F_002;F_003
molecule_059,C,6.11,1,C_001
molecule_059,F,406.67,3,F_002;F_003;F_004
molecule_060,C,8.87,1,C_001
molecule_060,F,407.12,4,F_002;F_003;F_004;F_005
molecule_061,C,-2.92,1,C_001
molecule_061,C,1.41,1,C_002
molecule_061,F,405.71,2,F_003;F_004
molecule_062,C,-0.50,1,C_001
molecule_062,C,6.31,1,C_002
molecule_062,F,406.24,1,F_003
molecule_062,F,406.25,2,F_004;F_005
molecule_063,C,-0.81,1,C_003
molecule_063,C,1.48,1,C_002
molecule_063,F,404.92,1,F_004
molecule_063,F,405.98,1,F_001
molecule_063,F,406.04,1,F_005
molecule_064,C,-2.75,1,C_006
molecule_064,C,-2.58,2,C_005;C_007
molecule_064,C,-2.57,2,C_001;C_004
molecule_064,C,-0.72,1,C_002
molecule_064,F,404.86,1,F_003
molecule_065,C,-2.48,2,C_007;C_008
molecule_065,C,-2.35,2,C_001;C_006
molecule_065,C,-0.27,2,C_002;C_004
molecule_065,F,405.13,2,F_003;F_005
molecule_066,C,-2.42,2,C_001;C_007
molecule_066,C,-2.32,1,C_008
molecule_066,C,-2.31,1,C_004
molecule_066,C,-0.29,2,C_002;C_005
molecule_066,F,405.01,2,F_003;F_006
molecule_067,C,-2.27,3,C_001;C_004;C_008
molecule_067,C,-2.24,1,C_005
molecule_067,C,-0.20,2,C_002;C_006
molecule_067,F,405.11,2,F_003;F_007
molecule_068,C,-2.23,1,C_001
molecule_068,C,-2.15,1,C_002
molecule_068,C,5.61,1,C_003
molecule_068,F,405.41,1,F_006
molecule_068,F,405.42,1,F_004
molecule_068,F,405.45,1,F_005
